,month,region,area,crime,Violence and sexual offences,Vehicle crime,Possession of weapons,Shoplifting,Criminal damage and arson,Drugs,Violent crime,Public order,Theft from the person,Public disorder and weapons,Anti-social behaviour,Robbery,Other theft,Bicycle theft,Burglary,Other crime
22,2012-10-01,avon-and-somerset,Avon and Somerset Constabulary,14445,0.0,5.932848736587054,0.0,6.362062997577016,9.768085842852198,3.295257874697127,13.748701973001038,0.0,0.0,0.14537902388369678,38.04084458290066,0.6368985808238145,10.89650398061613,0.0,8.058151609553478,3.115264797507788
23,2012-11-01,avon-and-somerset,Avon and Somerset Constabulary,13116,0.0,6.030802073802989,0.0,6.983836535529124,10.03354681305276,3.629155230253126,13.891430314120159,0.0,0.0,0.22110399512046355,36.31442512961269,0.518450747179018,11.215309545593168,0.0,7.967368100030497,3.194571515706008
24,2012-12-01,avon-and-somerset,Avon and Somerset Constabulary,12132,0.0,5.959446092977251,0.0,7.105176393010221,11.144081767227167,3.3382789317507418,14.861523244312561,0.0,0.0,0.14012528849324102,37.11671612265084,0.6181998021760633,11.036927134849984,0.0,7.459610946257831,1.2199142762940982
25,2013-01-01,avon-and-somerset,Avon and Somerset Constabulary,12261,0.0,5.709159122420684,0.0,7.087513253405105,10.072587880270778,4.11875050974635,14.48495228774162,0.0,0.0,0.15496289046570427,38.98540086452981,0.6361634450697333,9.84422151537395,0.0,7.6339613408368,1.2723268901394666
26,2013-02-01,avon-and-somerset,Avon and Somerset Constabulary,11572,0.0,6.602143104044245,0.0,8.053923263048738,10.188385758727964,3.5603180089872106,13.515381956446594,0.0,0.0,0.09505703422053231,38.55858969927411,0.5012098167991704,10.55997234704459,0.0,6.800898721050812,1.5641202903560318
27,2013-03-01,avon-and-somerset,Avon and Somerset Constabulary,13150,0.0,6.129277566539924,0.0,7.11787072243346,11.011406844106464,3.3688212927756656,14.228136882129277,0.0,0.0,0.11406844106463879,40.06083650190114,0.5627376425855514,10.159695817490494,0.0,6.159695817490494,1.0874524714828897
28,2013-04-01,avon-and-somerset,Avon and Somerset Constabulary,13381,0.0,5.6423286749869215,0.0,6.539122636574247,9.9245198415664,3.953366713997459,14.161871310066513,0.0,0.0,0.1494656602645542,41.04327030864659,0.36619086764815784,10.178611464016143,0.0,6.965099768328226,1.0761527539047904
29,2013-05-01,avon-and-somerset,Avon and Somerset Constabulary,13847,10.65212681447245,5.495775258178667,0.2455405502997039,6.947353217303387,9.568859680797285,3.58200332201921,0.0,2.8164945475554273,0.8738354878312992,0.0,43.41734671770058,0.3971979490142269,8.319491586625261,1.5960135769480754,5.604101971546183,0.48385931970824003
30,2013-06-01,avon-and-somerset,Avon and Somerset Constabulary,14388,10.633861551292744,5.164025576869614,0.1807061440088963,6.52627189324437,8.91715318320823,4.302196274673339,0.0,2.8426466499860994,1.1120378092855157,0.0,43.126216291353906,0.396163469557965,8.694745621351126,1.8974145120934112,5.657492354740061,0.5490686683347233
31,2013-07-01,avon-and-somerset,Avon and Somerset Constabulary,16301,10.49015397828354,4.239003742101712,0.2515183117600147,6.097785411937918,7.98110545365315,3.0120851481504203,0.0,2.8771241028157784,1.0244770259493283,0.0,47.21182749524569,0.41715232194343904,8.754064167842463,1.975338936261579,5.165327280534936,0.5030366235200294
32,2013-08-01,avon-and-somerset,Avon and Somerset Constabulary,15371,11.157374276234467,4.859800923817579,0.21469000065057575,5.881204866306682,8.49001366209095,2.634831826166157,0.0,2.810487281243901,0.7091275779064472,0.0,46.028234987964346,0.5139548500422875,8.255806388653959,1.8801639450914058,6.069871836575369,0.49443757725587145
33,2013-09-01,avon-and-somerset,Avon and Somerset Constabulary,13671,11.389071757735353,5.50069490161656,0.21944261575597981,6.692999780557384,8.843537414965986,2.5674786043449638,0.0,3.3721015287835563,1.0386950479116377,0.0,41.60631994733377,0.5559212932484822,8.71918659937093,2.39192451174018,6.546704703386731,0.5559212932484822
34,2013-10-01,avon-and-somerset,Avon and Somerset Constabulary,13879,11.931695367101376,5.6848476114993876,0.22335903163052093,7.961668708120182,9.01361769579941,2.9613084516175516,0.0,2.7451545500396284,1.0663592477844226,0.0,38.39613805029181,0.576410404207796,9.51797679948123,2.2191800562000146,7.140283882124073,0.562000144102601
35,2013-11-01,avon-and-somerset,Avon and Somerset Constabulary,12549,12.2240816001275,5.562196190931548,0.24703163598693123,8.223762849629452,9.809546577416528,2.9165670571360267,0.0,2.9803171567455573,0.916407681887003,0.0,37.67630886923261,0.629532233644115,9.036576619650969,2.207347198979998,6.932823332536457,0.6375009960953064
36,2013-12-01,avon-and-somerset,Avon and Somerset Constabulary,12316,13.924975641442026,6.252029879831114,0.17862942513803182,7.356284507957129,10.02760636570315,2.9230269568041574,0.0,2.9961026307242613,1.055537512179279,0.0,35.766482624228644,0.6170834686586554,9.410522897044496,1.7700552127314062,7.088340370250081,0.6333225073075673
37,2014-01-01,avon-and-somerset,Avon and Somerset Constabulary,12002,12.447925345775705,7.36543909348442,0.2082986168971838,7.540409931678053,10.00666555574071,3.9493417763706047,0.0,2.749541743042826,0.7165472421263123,0.0,34.51091484752541,0.6248958506915514,9.540076653891019,1.841359773371105,7.407098816863856,1.0914847525412432
38,2014-02-01,avon-and-somerset,Avon and Somerset Constabulary,11313,13.453549014408203,7.248298417749492,0.18562715460090162,8.706797489613718,9.67913020418987,2.713692212498895,0.0,3.199858569786971,1.131441704234067,0.0,34.04048439847963,0.38893308583046055,9.794042252276142,1.785556439494387,6.859365331919031,0.8132237249182357
